Taxid	Assembly	Specie	assembly_level	RegionNb	GeneNb	tRNA	rRNA	Size	GC.content.avg	GC.content.med	Gene.GC.content.avg	Gene.GC.content.med	Gene.length.avg	Gene.length.med	Promoters.GC.content.avg	Promoters.GC.content.med	Intergenes.GC.content.avg	Intergenes.GC.content.med	Intergenes.length.avg	Intergenes.length.med	Intergenes.Convergent.GC.content.avg	Intergenes.Convergent.GC.content.med	Intergenes.Convergent.length.avg	Intergenes.Convergent.length.med	Intergenes.Convergent.nb	Intergenes.Divergent.GC.content.avg	Intergenes.Divergent.GC.content.med	Intergenes.Divergent.length.avg	Intergenes.Divergent.nb	Intergenes.Alignedpp.GC.content.avg	Intergenes.Alignedpp.GC.content.med	Intergenes.Alignedpp.length.avg	Intergenes.length.content.med	Intergenes.Alignedpp.nb	Intergenes.Alignedmm.GC.content.avg	Intergenes.Alignedmm.GC.content.med	Intergenes.Alignedmm.length.avg	Intergenes.Alignedmm.nb	Compaction	CompactionBp	ConvergentIntergeneProportion	AlignedIntergeneProportion	DivergentIntergeneProportion
38027	GCA_000970085.1	Methanosarcina^siciliae^T4/M	Complete Genome	1	4035	55	9	5017558	0.429404104546475	NA	0.450970557079543	0.459624188225274	931.134043607532	771	0.364986973869843	0.354838709677419	0.341824388747398	0.344667875748752	NA	NA	0.351196936385408	0.348972922502334	291.971153846154	189.5	624	0.338599253235404	0.335676625659051	453	633	0.341859918045821	0.347593582887701	181	NA	1285	0.338548356353264	0.345146820330561	188	1176	0.000804176055363984	0.107741255806111	0.0363104920760258	0.0505921406389323	0.0571491151671789
170861	GCA_000970265.1	Methanosarcina^lacustris^Z-7289	Complete Genome	1	3285	54	9	4139808	0.418227850180491	NA	0.441803938648816	0.449760765550239	900.694554304837	774	0.353044820611093	0.354838709677419	0.337203973189838	0.34229483025145	NA	NA	0.34941383945484	0.351851851851852	379.382	210.5	500	0.335597575122059	0.33637113468754	471	500	0.332603865956641	0.340740740740741	197	NA	1101	0.336948842904735	0.341098169717138	224	929	0.000793515061568073	0.116528351073286	0.0458212071670957	0.0596416548786804	0.0568866961946061
418008	GCA_000970285.1	Methanosarcina^horonobensis^HB-1^=^JCM^15518	Complete Genome	1	4159	55	9	5018607	0.41311045076851	NA	0.437272782216813	0.443609022556391	895.323720259553	753	0.355842051350943	0.354838709677419	0.329789360216262	0.333333333333333	NA	NA	0.339166883825564	0.337468982630273	305.774091627172	200	633	0.327601844016307	0.327658649666763	452	626	0.327703801372977	0.333333333333333	182	NA	1260	0.328331628516279	0.334339403085483	184	1330	0.000828716016217249	0.111743358266547	0.0385674749985404	0.0553627729766447	0.0563805852899022
2208	GCA_000970305.1	Methanosarcina^barkeri^3	Complete Genome	1	3544	60	9	4560446	0.390806074669013	NA	0.420651036434721	0.423896990292654	903.728426395939	768	0.336030468665969	0.338709677419355	0.309719222744882	0.310734463276836	NA	NA	0.314251306649558	0.313399595521136	374.485507246377	271.5	552	0.307187801572608	0.30473516302513	562	548	0.310299518482202	0.313671920778155	245.5	NA	1054	0.30821693969866	0.310786106032907	233	1149	0.000777116974962537	0.139451985617196	0.0453280227416354	0.0719199942286347	0.0675319913885616
2226	GCA_000970325.1	Methanococcoides^methylutens^MM1	Complete Genome	1	2263	48	12	2394636	0.440232252417486	NA	0.457637941637073	0.462277091906722	903.13586237318	780	0.357543483257988	0.354838709677419	0.315607394911925	0.328975848712691	NA	NA	0.317445379997506	0.328652788688138	174.487179487179	89.5	312	0.325192933810047	0.321212121212121	241	321	0.311409219611092	0.326219512195122	73	NA	797	0.315150242331994	0.333333333333333	76	666	0.000945028806048184	0.055668585956279	0.0227341441454985	0.0233626321495208	0.0323059538067581
1483601	GCA_000979975.1	Methanosarcina^sp.^1.H.A.2.2	Scaffold	103	3197	56	3	3870729	0.423841099313248	NA	0.380856781208499	0.380856781208499	568.5	568.5	0.355886785184178	0.354838709677419	0.339849247036107	0.342412451361868	NA	NA	0.356545085964263	0.354724319377717	304.449152542373	182.5	472	0.332530249316586	0.333460851823514	400	472	0.339995895916609	0.348586927658283	192.5	NA	1010	0.334727204012834	0.34047619047619	183	893	0.000825942606676933	0.100568975508231	0.037124789671403	0.0517926338940287	0.0487763416142024
1538547	GCA_000986845.1	Lokiarchaeum^sp.^GC14_75	Contig	504	5411	25	2	5143417	0.313041808593783	NA	0.354300237242258	0.343342893252965	662.5	573	0.222572307948837	0.209677419354839	0.217151051901187	0.216417910447761	NA	NA	0.233869452582636	0.233292622418992	112.435123042506	63	894	0.208610499956526	0.206451612903226	218	963	0.214077104514306	0.216049382716049	109	NA	1391	0.215306528619624	0.217173579109063	106.5	1326	0.00105202436434767	0.0705822607811111	0.0195428447664267	0.0297662040623967	0.0408160567187144
1550241	GCA_000993805.1	Thermofilum^uzonense	Complete Genome	1	1505	46	3	1611988	0.47940121142341	NA	0.490739735020712	0.481818181818182	850.273754152824	738	0.385457151185387	0.370967741935484	0.386855110148321	0.393939393939394	NA	NA	0.412903966041146	0.425925925925926	356.59585492228	66	193	0.381624187458514	0.375317258883249	148.5	262	0.383175495760249	0.395833333333333	64	NA	399	0.381450761255123	0.387096774193548	68	405	0.000933629778881729	0.0437614920210324	0.0426944865594533	0.0196254562689052	0.0241360357521272
113653	GCA_001006045.1	Geoglobus^ahangari	Complete Genome	1	2025	46	3	1770093	0.531085654821526	NA	0.538054320481227	0.548834278512917	807.240493827161	705	0.419679724999476	0.419354838709677	0.36666258412403	0.373626373626374	NA	NA	0.345071826155191	0.375324675324675	142.377777777778	28	135	0.385328772291693	0.380952380952381	106	295	0.355510747082015	0.365083853737088	36	NA	476	0.372405715727268	0.375	36	473	0.00114400768773166	0.0280177369211674	0.0108587514893285	0.0103519984543185	0.0176657384668489
1604004	GCA_001011115.1	Halanaeroarchaeum^sulfurireducens	Complete Genome	2	2278	47	3	2209738	0.593487321387499	NA	0.635947958478172	0.64406779661017	844.410920869968	723	0.560742248668963	0.564516129032258	0.535213067912524	0.569620253164557	NA	NA	0.532015816277554	0.583333333333333	130.927613941019	52	373	0.557989879251879	0.565217391304348	132	427	0.540262107592127	0.573318745441284	66.5	NA	640	0.514427716363041	0.558380112269447	59.5	566	0.00103089144504914	0.0427486199721415	0.0221003575989552	0.0172415236557456	0.0255070963163959
1550566	GCA_001017125.1	Methanoculleus^sediminis	Scaffold	15	2320	48	3	2489717	0.579778481632014	NA	0.629746807124401	0.634994807892004	881.538317757009	801	0.521979840778563	0.532258064516129	0.510338875493973	0.544152046783626	NA	NA	0.570257331232133	0.586426799984254	318.930463576159	101	302	0.517189362881964	0.536199095022624	191	363	0.492272694378439	0.533333333333333	64	NA	677	0.495043461685278	0.537273580140001	78	546	0.000931832814733562	0.0465984688219585	0.0386859229382295	0.018750725484061	0.0278477433378974
1227555	GCA_001189275.1	Pyrobaculum^sp.^WP30	Complete Genome	1	2251	2	3	1993257	0.583084368949915	NA	0.583310164504815	0.588353413654618	790.556853932584	669	0.458883360566949	0.451612903225806	0.461865026463859	0.478713768115942	NA	NA	0.555745610309202	0.566037735849057	245.021857923497	106	183	0.43670163321224	0.442947558770344	81.5	410	0.44519310202811	0.466666666666667	41	NA	487	0.464656296663137	0.493211490157135	41	450	0.00112930746010173	0.0268635705280353	0.02249534304909	0.0100995506349658	0.0167640198930695
35746	GCA_001190965.1	Haloferax^gibbonsii	Complete Genome	5	3766	55	6	3918454	0.610666400348753	NA	0.675937200026333	0.680365296803653	1544.95513893539	732	0.584229390681004	0.596774193548387	0.587199925605765	0.610526315789474	NA	NA	0.650086847357707	0.657894736842105	169.715728715729	60	693	0.588980992471129	0.595032840722496	171	712	0.567675822794928	0.6	97.5	NA	948	0.561172349600269	0.6	96	1012	0.000961093329154815	0.0582909101395601	0.0300151539357104	0.0272194722714622	0.031071437868098
1419722	GCA_001261915.1	Halorubrum^sp.^SD626R	Scaffold	NA	3285	NA	NA	3248714	0.684406496429415	NA	0.678571428571429	0.678571428571429	1260	1260	0.609800152837922	0.629032258064516	0.607958984376292	0.65	NA	NA	0.679220814804068	0.693437755937756	136.507092198582	48	564	0.620111237427145	0.641073568176372	162.5	586	0.579944345913411	0.64	95	NA	793	0.5773898195188	0.636904761904762	87	821	0.00101116934269991	0.0540758589398759	0.0236986081261694	0.0247642605658731	0.0293115983740028
1685125	GCA_001273335.1	miscellaneous^Crenarchaeota^group-1^archaeon^SG8-32-3	Contig	47	648	6	2	668322	0.439273343877548	NA	0.458832354805421	0.461654743655255	751.676470588235	646.5	0.377448416158094	0.370967741935484	0.358055196947276	0.371494102228047	NA	NA	0.388051178959322	0.388394622380387	222.780487804878	128.5	82	0.362472359876747	0.356877323420074	275	107	0.341528684632799	0.365979381443299	78	NA	167	0.357064510729324	0.3726650423483	100.5	174	0.000969592501817986	0.079297105287571	0.027334129356807	0.0352689272536292	0.0440281780339417
1685124	GCA_001273345.1	miscellaneous^Crenarchaeota^group-1^archaeon^SG8-32-1	Contig	164	1139	21	1	1078462	0.367093359343538	NA	0.389073001444152	0.391777423356371	307.307692307692	256.5	0.31244291820407	0.306451612903226	0.290305595781096	0.295081967213115	NA	NA	0.281834812909335	0.282258064516129	216.975460122699	81	163	0.291655489626788	0.291970802919708	223	159	0.290181265935512	0.294871794871795	91	NA	291	0.294693495312836	0.301628327733264	96.5	274	0.0010561336421682	0.0650732246476927	0.0327939231980357	0.0321958492742443	0.0328773753734485
1685133	GCA_001273375.1	miscellaneous^Crenarchaeota^group^archaeon^SMTZ1-55	Scaffold	128	1144	18	4	1257002	0.553452717121852	NA	0.515088644696618	0.508739657028291	1574.1	1273.5	0.475082603808291	0.483870967741935	0.497471352522631	0.508551286864389	NA	NA	0.53291404060697	0.542878060492828	329.409090909091	158.5	176	0.478433346053032	0.481481481481482	301	181	0.498405975301179	0.510122378417724	161	NA	294	0.486932476135209	0.501408450704225	129	291	0.000910101972789224	0.0938272174586834	0.0461224405370875	0.0504852020919617	0.0433420153667218
1685126	GCA_001273385.1	miscellaneous^Crenarchaeota^group-6^archaeon^AD8-1	Contig	83	1541	32	3	1583813	0.327047094068128	NA	0.326026351673292	0.330856382111612	886.125	711	0.274300995678231	0.274193548387097	0.247736482943625	0.248696281070382	NA	NA	0.234419167639105	0.232176496159977	229.392561983471	81.5	242	0.259809593318454	0.256281407035176	242	261	0.248504288133866	0.25	114	NA	435	0.247070780502275	0.247333472759594	120.5	394	0.000972968399678497	0.0780616145971778	0.0350502237322209	0.038181906576092	0.0398797080210858
1685127	GCA_001273415.1	miscellaneous^Crenarchaeota^group-15^archaeon^DG-45	Scaffold	77	1337	21	2	1423268	0.62122117961529	NA	0.595069479194828	0.613207547169811	790.933333333333	543	0.518803489137591	0.516129032258065	0.541648646407985	0.551724137931034	NA	NA	0.574025992517937	0.579545454545455	348.410628019324	102	207	0.513063994525234	0.524305555555556	226	231	0.542747501809133	0.557290685693393	84.5	NA	388	0.540036953292986	0.553175293605916	105.5	326	0.000939387381715882	0.0658619810183325	0.0506728177686845	0.0291816088045259	0.0366803722138065
1685135	GCA_001273495.1	miscellaneous^Crenarchaeota^group^archaeon^SMTZ-80	Contig	60	1388	18	1	1510195	0.343471585276316	NA	0.304823904116784	0.299116997792494	1103.55555555556	813	0.273996852871755	0.274193548387097	0.257560544394021	0.257866613892737	NA	NA	0.254111372750333	0.262857142857143	194.69756097561	65	205	0.257755127618026	0.25531914893617	229	213	0.249946618311689	0.251704870429847	91.5	NA	422	0.267714237501317	0.270780051150895	103	382	0.000919086608020819	0.063895887617162	0.0264290373097514	0.0315974096060442	0.0322984780111178
1705562	GCA_001280425.1	Haloarcula^rubripromontorii	Contig	18	3851	48	6	3970989	0.602779968228595	NA	0.645503523430954	0.648255813953488	867.72131147541	747	0.543806432743021	0.548387096774194	0.532594335255883	0.553846153846154	NA	NA	0.602472277349638	0.60377358490566	159.243410852713	41	645	0.537510199107873	0.539779920148018	165	724	0.500671547157271	0.540372670807453	77	NA	969	0.514932482549537	0.549373162049218	84	1002	0.000969783597990324	0.0527719920654527	0.0258655967065131	0.0226888062394532	0.0300831858259995
1765655	GCA_001280455.1	Halorubrum^tropicale	Contig	17	3299	48	4	3567018	0.638769914736298	NA	0.702405683701293	0.710131433352225	859.148514851485	745.5	0.622514700225312	0.645161290322581	0.63015958362174	0.668254469929565	NA	NA	0.706443036420931	0.722222222222222	209.852596314908	53	597	0.635298135363683	0.65448375611927	177	608	0.595928123873022	0.654433221099888	93.5	NA	870	0.607916838275647	0.662921348314607	92	849	0.000924862167782725	0.0545178773978713	0.0351223346784345	0.0243481389777119	0.0301697384201594
1480675	GCA_001282785.1	Halolamina^sediminis	Contig	NA	2886	NA	NA	2835858	0.679430352295496	NA	0.682018366858055	0.688888888888889	874.882536382536	766.5	0.621214421252372	0.629032258064516	0.600185093023245	0.636363636363636	NA	NA	0.660959236202525	0.666666666666667	118.515789473684	29	475	0.627748996832602	0.639032073310424	128	566	0.574607960357224	0.629330943847073	65	NA	728	0.562723158261811	0.625	63	690	0.00101768142128414	0.0423656614682399	0.0198511350004125	0.0168185431005361	0.0255471183677039
1715806	GCA_001304615.2	Methanosarcina^flavescens	Complete Genome	1	2737	49	9	3283688	0.413056295238768	NA	0.434877153188332	0.440613026819923	6758.3260034904	750	0.343292487881696	0.338709677419355	0.321131126592468	0.324324324324324	NA	NA	0.330294074371078	0.330645161290323	233.795402298851	172	435	0.311199631558596	0.311368847158418	429	440	0.319756585524716	0.324324324324324	175	NA	855	0.322888971174357	0.328042328042328	170	887	0.00083351402447492	0.112731477533797	0.0309715782985473	0.0552473316587934	0.057484145875004
699431	GCA_001307315.1	Halolamina^pelagica	Contig	3	3540	55	NA	2972542	0.648308669532534	NA	0.680208257234851	0.688034188034188	722.343689942345	606	0.625476933749566	0.637096774193548	0.607515325626573	0.644736842105263	NA	NA	0.667171019107316	0.669104192763499	109.324723247232	40	542	0.625349376192786	0.635952796847707	145	642	0.581279694021078	0.638721552878179	72	NA	854	0.582005042883162	0.642857142857143	75	838	0.00119089990990876	0.0542041121706607	0.0199337805824105	0.0228874814889075	0.0313166306817532
79601	GCA_001315825.1	Metallosphaera^hakonensis^JCM^8857^=^DSM^7519	Contig	NA	3387	NA	NA	2387907	0.441089881093056	NA	0.405669862044503	0.40849954855126	577.663507109005	474	0.364943961783774	0.354838709677419	0.364057966963126	0.367697594501718	NA	NA	0.379476245441429	0.388097469540769	240.773333333333	171.5	300	0.333896343435439	0.334841628959276	193	441	0.369506856225539	0.370535714285714	63	NA	855	0.369629384595381	0.378854625550661	67	721	0.00141839694761982	0.0575353227742956	0.0302490842398803	0.0218919748549671	0.0356433479193285
2264	GCA_001315845.1	Thermococcus^celer^Vu^13^=^JCM^8558	Contig	NA	3529	NA	NA	1890146	0.560471846555099	NA	0.583335779982767	0.592304745580033	434.256818181818	351	0.535899711829578	0.548387096774194	0.518708423954477	0.54	NA	NA	0.50506006294873	0.533536585365854	172.87044534413	88	247	0.49397576335723	0.489913544668588	164	345	0.524914503147995	0.554347826086957	79	NA	1083	0.524597889077078	0.553846153846154	73	880	0.00186705153993395	0.0672228494518413	0.022590318419847	0.0372886538923448	0.0299341955594965
53952	GCA_001315905.1	Thermococcus^peptonophilus^OG-1^=^JCM^9653	Contig	NA	3302	NA	NA	1909446	0.529524175359825	NA	0.517201028904449	0.527777777777778	503.68992248062	420	0.482339371478274	0.483870967741935	0.459978780502147	0.473684210526316	NA	NA	0.433427695227233	0.458646616541353	156.273858921162	80	241	0.442106549557182	0.44	153	351	0.466874340189436	0.48999599839936	64	NA	1042	0.466711039911696	0.48993288590604	66	815	0.00172929739830296	0.0584405110173317	0.0197240456132302	0.0303155993937509	0.0281249116235809
62609	GCA_001315925.1	Thermocladium^modestius^JCM^10088	Contig	NA	4076	NA	NA	1920275	0.559988266238161	NA	0.483612678691817	0.483050847457627	489.774193548387	417	0.506734006734007	0.516129032258065	0.499973262241808	0.505050505050505	NA	NA	0.466716424413619	0.478527607361963	143.242990654206	81	321	0.464557477875617	0.461538461538462	176	389	0.512847743468254	0.518518518518518	63	NA	1061	0.5129137424337	0.524917287014061	62	834	0.00212261264662613	0.064647511424145	0.0239450078764761	0.0289942846727682	0.0356532267513768
2197	GCA_001315945.1	Methanogenium^cariaci^JCM^10550	Contig	NA	4256	NA	NA	2686643	0.512181620947107	NA	0.557310286161084	0.561844863731656	519.533678756477	441	0.482769243622009	0.483870967741935	0.441918294430862	0.46551724137931	NA	NA	0.447834134794506	0.467636082055448	183.014285714286	116	350	0.460622238402049	0.457875457875458	166	469	0.434283448058622	0.464262493033624	73.5	NA	1142	0.439813537946557	0.470588235294118	74	1009	0.00158413306122176	0.0587805115901145	0.0238420214371616	0.0298023406905942	0.0289781708995203
118126	GCA_001315965.1	Methanoculleus^chikugoensis^JCM^10825	Contig	NA	4374	NA	NA	2627540	0.641850497435708	NA	0.612032310646728	0.635626067533833	439.382352941176	363	0.586890632813218	0.596774193548387	0.560238339354036	0.595528455284553	NA	NA	0.589687827828296	0.602422494592646	214.510638297872	133	376	0.576860329168471	0.59068972263889	174	566	0.544739419856556	0.595713968465468	97.5	NA	1018	0.555586357303732	0.59375	94	1011	0.00166467494310267	0.077267805628078	0.0306963928237058	0.0397863591039527	0.0374814465241252
164451	GCA_001315985.1	Vulcanisaeta^distributa^JCM^11216	Contig	NA	4330	NA	NA	2422819	0.484818363025177	NA	0.482990363544748	0.484848484848485	494.46192893401	402	0.397839346948685	0.387096774193548	0.381308746229218	0.384736714389711	NA	NA	0.378373019272896	0.388059701492537	105.412607449857	45	349	0.349782862003059	0.347972323659427	122.5	502	0.390931416604323	0.4	52	NA	1213	0.386636177735684	0.396389069616135	57	972	0.00178717436176619	0.0493652229076955	0.0151843781974634	0.0239836322894942	0.0253815906182014
164451	GCA_001316005.1	Vulcanisaeta^distributa^JCM^11217	Contig	NA	3631	NA	NA	2076046	0.499914771113229	NA	0.456368565399189	0.458333333333333	497.95462184874	402	0.390306182210041	0.387096774193548	0.370643140456981	0.377203835446953	NA	NA	0.359435688672258	0.393902739051993	89.8607594936709	41	316	0.34574922017947	0.34979674796748	120	458	0.377319928736053	0.388888888888889	52	NA	1002	0.380514944757748	0.391304347826087	54	836	0.00174899785457548	0.0495210607086741	0.0136779242849147	0.0230476588669037	0.0264734018417704
164452	GCA_001316025.1	Vulcanisaeta^souniana^JCM^11219	Contig	NA	4292	NA	NA	2432793	0.464661543000395	NA	0.458213576001307	0.461693645517175	482.409375	402	0.394246653086457	0.387096774193548	0.378961442022556	0.384615384615385	NA	NA	0.370529126882726	0.391304347826087	105.705570291777	56	377	0.353046863082437	0.351313069443381	120	508	0.389172513840064	0.395493733246396	56	NA	1254	0.382837570007378	0.4	52	913	0.00176422737158484	0.0458616906576104	0.0163807607141257	0.0208040716986608	0.0250576189589497
